_id,type,created_at,country,school_id,fos,acquisition_channel,active,last_seen_at
649,student,2024-12-15 22:00:51,FR,9,engineering,Ads,True,2024-12-21 22:00:51
650,student,2024-02-07 17:26:25,FR,5,engineering,school_event,True,2024-03-28 17:26:25
651,student,2024-05-14 21:04:32,FR,2,finance,ads,True,2024-10-19 21:04:32
652,student,2024-09-10 23:36:09,FR,10,engineering,Ads,True,2024-12-11 23:36:09
653,student,2024-12-17 17:39:20,FR,7,finance,Ads,True,2025-06-19 17:39:20
654,student,2024-09-06 04:08:40,FR,7,marketing,Ads,True,2025-02-17 04:08:40
655,student,2024-09-15 04:44:19,FR,11,finance,Ads,True,2025-03-16 04:44:19
656,student,2024-03-30 15:18:35,FR,2,marketing,school_event,True,2024-09-21 15:18:35
657,student,2024-08-23 02:05:01,FR,7,data,ads,False,2024-10-04 02:05:01
658,professional,2024-02-13 23:11:22,FR,,,Ads,True,2024-03-30 23:11:22
659,student,2024-07-17 14:47:44,FR,1,data,organic,True,2024-12-07 14:47:44
660,professional,2024-12-17 12:58:23,FR,,,ads,True,2025-06-12 12:58:23
661,student,2024-06-23 05:23:33,FR,7,engineering,Ads,True,2024-12-23 05:23:33
662,professional,2024-02-06 11:46:06,FR,,,school_event,True,2024-08-04 11:46:06
663,professional,2024-02-11 18:56:44,FR,,,ads,True,2024-04-07 18:56:44
664,student,2024-12-10 03:18:31,FR,2,finance,organic,True,2025-05-03 03:18:31
665,student,2024-06-01 14:26:56,FR,2,finance,organic,True,2024-11-27 14:26:56
666,professional,2024-05-14 23:46:33,FR,,,ads,True,2024-09-05 23:46:33
667,professional,2024-07-28 05:46:59,FR,,,Ads,True,2024-10-06 05:46:59
668,professional,2024-12-28 05:02:46,FR,,,Ads,False,2025-03-25 05:02:46
669,student,2024-09-05 21:55:57,FR,2,marketing,ads,True,2024-11-30 21:55:57
670,student,2024-05-22 19:34:06,FR,7,data,Ads,True,2024-10-11 19:34:06
671,student,2024-09-25 09:20:35,FR,9,finance,organic,True,2024-12-14 09:20:35
672,professional,2025-01-03 19:58:46,FR,,,ads,True,2025-04-06 19:58:46
673,student,2024-07-09 09:16:03,FR,7,marketing,school_event,True,2024-08-12 09:16:03
674,student,2024-08-07 16:18:52,FR,11,marketing,school_event,True,2024-10-26 16:18:52
675,student,2024-05-29 12:41:27,FR,5,marketing,ads,True,2024-07-15 12:41:27
676,student,2024-01-06 16:39:07,FR,5,data,Ads,True,2024-03-05 16:39:07
677,student,2024-11-25 11:50:14,FR,11,data,Ads,True,2025-05-28 11:50:14
678,student,2024-12-04 01:25:11,FR,2,data,Ads,False,2025-06-10 01:25:11
679,professional,2024-03-08 23:30:28,FR,,,ads,False,2024-05-16 23:30:28
680,student,2024-06-25 19:37:19,FR,11,marketing,school_event,True,2024-12-08 19:37:19
681,student,2024-09-02 18:12:09,FR,1,engineering,ads,True,2025-02-18 18:12:09
682,student,2024-02-19 02:50:02,FR,12,data,ads,True,2024-07-01 02:50:02
683,professional,2024-09-10 01:35:03,FR,,,ads,True,2025-01-05 01:35:03
684,student,2024-01-24 22:30:38,FR,1,engineering,Ads,True,2024-03-03 22:30:38
685,student,2024-09-06 02:47:49,FR,11,finance,organic,True,2025-03-16 02:47:49
686,student,2024-01-09 15:51:17,FR,7,finance,ads,False,2024-06-08 15:51:17
687,student,2024-03-07 02:52:46,FR,12,marketing,Ads,True,2024-09-13 02:52:46
688,professional,2024-11-16 12:26:14,FR,,,Ads,True,2025-01-16 12:26:14
689,student,2024-07-21 07:26:53,FR,2,data,Ads,True,2024-12-18 07:26:53
690,student,2024-12-24 06:36:23,FR,7,data,organic,True,2025-03-03 06:36:23
691,professional,2025-01-13 09:53:14,FR,,,organic,True,2025-07-08 09:53:14
692,student,2024-03-18 16:58:30,FR,12,marketing,ads,True,2024-06-12 16:58:30
693,student,2024-09-03 00:48:52,FR,7,marketing,Ads,True,2024-12-10 00:48:52
694,student,2024-11-28 16:13:42,FR,7,finance,ads,True,2025-01-28 16:13:42
695,student,2024-12-04 17:56:30,FR,7,marketing,organic,True,2025-06-14 17:56:30
696,professional,2025-01-07 18:59:25,FR,,,school_event,True,2025-03-31 18:59:25
697,student,2024-03-25 12:47:14,FR,7,finance,ads,True,2024-05-04 12:47:14
698,student,2024-06-01 13:45:23,FR,7,marketing,ads,True,2024-06-10 13:45:23
699,student,2024-01-25 05:30:09,FR,7,engineering,Ads,True,2024-06-19 05:30:09
700,professional,2025-01-01 16:39:19,FR,,,Ads,True,2025-03-04 16:39:19
701,student,2024-08-18 00:37:03,FR,11,engineering,ads,True,2024-12-29 00:37:03
702,professional,2024-07-23 13:03:39,FR,,,Ads,True,2024-09-01 13:03:39
703,student,2024-05-19 03:30:29,FR,1,finance,school_event,True,2024-06-03 03:30:29
704,professional,2025-01-13 18:18:30,FR,,,Ads,False,2025-04-22 18:18:30
705,professional,2024-06-09 14:32:53,FR,,,organic,True,2024-10-08 14:32:53
706,student,2024-01-31 23:52:38,FR,5,marketing,ads,True,2024-06-17 23:52:38
707,student,2024-08-08 10:19:19,FR,11,finance,school_event,True,2024-11-14 10:19:19
708,student,2024-03-01 10:59:44,FR,11,marketing,school_event,True,2024-05-02 10:59:44
709,student,2024-10-01 02:29:44,FR,7,marketing,school_event,True,2025-03-09 02:29:44
710,professional,2024-04-17 22:33:25,FR,,,school_event,True,2024-05-11 22:33:25
711,student,2024-08-12 02:40:07,FR,7,finance,Ads,True,2025-01-18 02:40:07
712,student,2024-04-01 21:50:06,FR,5,finance,school_event,True,2024-10-07 21:50:06
713,professional,2025-01-06 21:45:06,FR,,,school_event,True,2025-02-21 21:45:06
714,student,2024-11-15 03:42:59,FR,2,data,Ads,False,2025-04-15 03:42:59
715,student,2024-04-14 15:26:17,FR,7,data,Ads,False,2024-06-24 15:26:17
716,student,2024-11-10 22:15:12,FR,5,data,organic,True,2025-01-09 22:15:12
717,student,2025-01-01 03:47:01,FR,7,engineering,Ads,True,2025-04-21 03:47:01
718,student,2024-05-21 06:33:58,FR,2,marketing,Ads,True,2024-08-21 06:33:58
719,student,2024-02-23 11:19:28,FR,12,finance,school_event,True,2024-03-26 11:19:28
720,professional,2025-01-26 17:56:34,FR,,,school_event,True,2025-07-05 17:56:34
721,professional,2025-01-04 14:50:40,FR,,,ads,True,2025-05-25 14:50:40
722,student,2024-04-01 06:39:52,FR,12,data,school_event,True,2024-09-07 06:39:52
723,student,2024-01-01 22:22:24,FR,7,engineering,school_event,True,2024-01-17 22:22:24
724,student,2024-11-29 04:19:27,FR,7,finance,school_event,True,2025-03-11 04:19:27
725,student,2024-03-16 21:34:30,FR,5,engineering,Ads,True,2024-05-19 21:34:30
726,student,2024-03-06 02:28:22,FR,10,marketing,school_event,True,2024-03-12 02:28:22
727,student,2024-01-06 12:36:57,FR,7,data,ads,True,2024-03-03 12:36:57
728,student,2024-09-07 08:50:05,FR,2,data,Ads,True,2025-02-08 08:50:05
729,professional,2024-11-24 23:45:34,FR,,,organic,True,2025-05-22 23:45:34
730,student,2024-06-07 05:07:30,FR,11,engineering,school_event,True,2024-11-02 05:07:30
731,student,2024-07-25 02:45:29,FR,10,marketing,school_event,True,2025-01-14 02:45:29
732,professional,2024-06-27 11:14:51,FR,,,school_event,True,2024-08-12 11:14:51
733,professional,2025-01-29 20:12:37,FR,,,school_event,True,2025-06-23 20:12:37
734,student,2024-02-10 10:20:04,FR,11,finance,school_event,True,2024-02-16 10:20:04
735,student,2024-04-22 21:07:06,FR,8,engineering,school_event,False,2024-07-03 21:07:06
736,professional,2024-03-03 04:02:55,FR,,,ads,True,2024-06-18 04:02:55
737,student,2024-08-29 12:10:24,FR,7,data,Ads,True,2024-12-24 12:10:24
738,professional,2024-08-16 03:32:52,FR,,,ads,True,2024-12-29 03:32:52
739,student,2024-06-28 22:39:35,FR,7,finance,ads,True,2024-12-17 22:39:35
740,professional,2024-05-02 06:58:59,FR,,,ads,True,2024-08-17 06:58:59
741,student,2024-11-02 22:00:05,FR,11,engineering,Ads,True,2025-05-14 22:00:05
742,student,2024-03-11 00:48:48,FR,11,marketing,organic,True,2024-05-25 00:48:48
743,professional,2024-05-31 02:12:44,FR,,,school_event,True,2024-10-30 02:12:44
744,professional,2024-05-15 22:53:05,FR,,,school_event,True,2024-10-10 22:53:05
745,professional,2024-08-26 13:15:05,FR,,,ads,True,2024-11-04 13:15:05
746,student,2024-07-27 06:58:31,FR,1,engineering,school_event,True,2025-02-10 06:58:31
747,professional,2024-12-22 09:33:16,FR,,,school_event,True,2025-01-03 09:33:16
748,student,2024-07-21 06:06:31,FR,1,engineering,Ads,True,2024-09-22 06:06:31
749,student,2024-11-16 08:10:38,FR,5,marketing,ads,True,2025-01-27 08:10:38
750,professional,2024-03-13 05:49:17,FR,,,school_event,True,2024-06-13 05:49:17
751,professional,2024-05-18 15:12:55,FR,,,school_event,True,2024-07-17 15:12:55
752,student,2024-08-01 23:56:10,FR,10,finance,school_event,True,2024-10-05 23:56:10
753,student,2024-07-31 03:30:53,FR,12,finance,Ads,True,2025-01-10 03:30:53
754,student,2024-03-23 20:49:57,FR,2,data,ads,True,2024-09-13 20:49:57
755,student,2024-01-06 03:28:27,FR,7,data,school_event,True,2024-03-31 03:28:27
756,student,2024-08-16 09:23:41,FR,5,finance,organic,True,2025-03-01 09:23:41
757,student,2024-02-12 01:23:42,FR,12,engineering,school_event,True,2024-02-25 01:23:42
758,student,2024-11-01 19:24:55,FR,11,finance,school_event,True,2025-05-03 19:24:55
759,student,2024-09-02 04:09:57,FR,11,data,Ads,True,2024-10-02 04:09:57
760,professional,2024-07-25 17:10:23,FR,,,organic,True,2024-11-27 17:10:23
761,student,2024-09-18 11:46:53,FR,7,finance,school_event,True,2025-01-08 11:46:53
762,student,2024-10-16 04:21:16,FR,7,marketing,school_event,True,2024-12-06 04:21:16
763,student,2024-06-26 12:47:34,FR,4,data,organic,True,2024-11-20 12:47:34
764,student,2024-10-22 20:10:51,FR,2,finance,Ads,True,2025-05-04 20:10:51
765,professional,2024-01-08 13:36:34,FR,,,Ads,True,2024-02-16 13:36:34
766,student,2024-09-04 05:34:56,FR,11,marketing,ads,True,2025-03-04 05:34:56
767,professional,2024-06-16 08:36:07,FR,,,organic,True,2024-11-29 08:36:07
768,professional,2024-09-12 22:27:00,FR,,,organic,True,2025-02-06 22:27:00
769,student,2024-07-30 04:09:09,FR,10,data,school_event,True,2025-01-24 04:09:09
770,student,2024-06-03 12:50:52,FR,12,finance,organic,True,2024-11-27 12:50:52
771,student,2024-12-13 03:22:52,FR,12,data,school_event,True,2025-04-15 03:22:52
772,student,2024-04-22 12:10:07,FR,7,finance,organic,True,2024-09-30 12:10:07
773,student,2024-02-25 09:57:00,FR,10,data,Ads,True,2024-05-20 09:57:00
774,professional,2024-08-22 07:16:33,FR,,,school_event,True,2024-12-18 07:16:33
775,student,2024-10-09 01:52:59,FR,11,engineering,school_event,True,2024-10-19 01:52:59
776,professional,2024-07-09 05:46:04,FR,,,ads,True,2024-10-23 05:46:04
777,professional,2024-02-19 13:10:35,FR,,,school_event,True,2024-03-01 13:10:35
778,student,2024-03-05 15:54:53,FR,11,data,organic,True,2024-03-31 15:54:53
779,student,2024-10-29 19:15:36,FR,2,marketing,Ads,True,2025-01-14 19:15:36
780,student,2024-04-08 04:29:06,FR,7,finance,Ads,False,2024-09-29 04:29:06
781,student,2024-09-02 14:11:30,FR,2,engineering,organic,True,2024-10-11 14:11:30
782,student,2024-05-17 12:12:07,FR,11,engineering,school_event,True,2024-11-01 12:12:07
783,student,2024-09-19 15:41:10,FR,7,finance,ads,True,2024-12-26 15:41:10
784,student,2024-04-30 22:47:07,FR,2,marketing,ads,False,2024-11-15 22:47:07
785,student,2024-09-20 02:28:46,FR,7,engineering,ads,True,2025-01-28 02:28:46
786,student,2025-01-05 13:10:29,FR,7,marketing,ads,True,2025-03-25 13:10:29
787,student,2024-01-06 14:33:10,FR,5,marketing,Ads,True,2024-06-02 14:33:10
788,student,2024-07-18 02:24:04,FR,2,engineering,school_event,True,2024-08-12 02:24:04
789,student,2024-07-21 01:45:21,FR,7,marketing,organic,True,2024-12-09 01:45:21
790,student,2024-11-16 17:05:10,FR,7,finance,ads,True,2025-02-03 17:05:10
791,professional,2024-12-19 16:12:32,FR,,,school_event,True,2025-06-01 16:12:32
792,student,2024-09-06 01:13:56,FR,10,finance,ads,True,2024-09-16 01:13:56
793,professional,2024-03-20 10:30:57,FR,,,organic,True,2024-09-24 10:30:57
794,student,2024-01-07 08:56:07,FR,7,finance,ads,True,2024-05-17 08:56:07
795,professional,2024-11-22 09:53:52,FR,,,organic,True,2025-04-03 09:53:52
796,student,2024-12-26 03:42:17,FR,11,data,organic,False,2025-07-11 03:42:17
797,student,2024-02-13 12:37:49,FR,7,marketing,school_event,False,2024-06-17 12:37:49
798,professional,2024-07-25 05:49:08,FR,,,ads,True,2025-01-28 05:49:08
799,professional,2024-12-10 01:23:25,FR,,,Ads,True,2024-12-23 01:23:25
800,professional,2024-03-13 23:32:49,FR,,,Ads,True,2024-09-08 23:32:49
801,student,2024-09-05 22:20:03,FR,7,data,ads,True,2025-02-20 22:20:03
802,professional,2024-10-06 22:50:23,FR,,,ads,True,2024-12-05 22:50:23
803,student,2024-07-22 06:43:19,FR,11,engineering,organic,False,2024-10-05 06:43:19
804,student,2024-11-03 10:24:05,FR,7,finance,ads,True,2025-04-05 10:24:05
805,student,2025-01-04 03:41:15,FR,2,finance,organic,True,2025-03-13 03:41:15
806,professional,2024-03-11 23:50:54,FR,,,organic,True,2024-09-26 23:50:54
807,student,2024-02-16 10:17:21,FR,1,marketing,Ads,True,2024-03-19 10:17:21
808,professional,2024-06-29 17:22:10,FR,,,organic,True,2024-12-16 17:22:10
809,student,2024-12-06 18:18:46,FR,9,finance,ads,True,2025-03-12 18:18:46
810,student,2024-07-14 17:18:59,FR,7,engineering,school_event,True,2024-12-04 17:18:59
811,student,2024-05-27 09:40:40,FR,7,finance,organic,True,2024-09-28 09:40:40
812,professional,2024-05-04 13:01:04,FR,,,ads,True,2024-09-01 13:01:04
813,professional,2024-08-09 13:11:10,FR,,,organic,True,2025-01-24 13:11:10
814,student,2024-05-24 02:36:35,FR,2,data,organic,True,2024-07-29 02:36:35
815,professional,2024-02-19 04:46:33,FR,,,school_event,True,2024-08-16 04:46:33
816,student,2024-04-29 17:13:10,FR,2,marketing,organic,True,2024-07-25 17:13:10
817,professional,2024-02-21 19:00:08,FR,,,ads,True,2024-03-30 19:00:08
818,professional,2024-01-25 06:59:06,FR,,,Ads,True,2024-03-19 06:59:06
819,professional,2024-10-28 20:00:25,FR,,,school_event,True,2025-04-30 20:00:25
820,student,2024-02-08 03:01:20,FR,1,marketing,Ads,True,2024-03-02 03:01:20
821,professional,2024-06-11 03:09:36,FR,,,school_event,True,2024-07-06 03:09:36
822,student,2024-02-17 03:32:00,FR,5,marketing,school_event,True,2024-08-21 03:32:00
823,professional,2024-08-10 11:09:45,FR,,,ads,True,2024-10-31 11:09:45
824,professional,2024-06-16 16:40:07,FR,,,ads,True,2024-08-19 16:40:07
825,student,2024-05-27 03:47:53,FR,7,finance,Ads,True,2024-07-16 03:47:53
826,student,2024-11-18 11:36:06,FR,5,data,organic,True,2025-05-21 11:36:06
827,student,2024-03-21 20:36:33,FR,7,finance,Ads,True,2024-08-02 20:36:33
828,professional,2024-05-02 20:37:22,FR,,,school_event,True,2024-07-26 20:37:22
829,student,2024-09-04 03:59:28,FR,11,engineering,school_event,True,2024-11-30 03:59:28
830,student,2024-06-15 03:54:34,FR,5,engineering,organic,True,2024-10-13 03:54:34
831,student,2024-11-04 10:18:16,FR,7,data,ads,True,2025-04-10 10:18:16
832,professional,2024-04-14 22:10:48,FR,,,organic,False,2024-06-14 22:10:48
833,professional,2024-09-01 14:14:55,FR,,,organic,True,2025-01-14 14:14:55
834,student,2024-04-30 04:05:33,FR,10,data,ads,True,2024-06-13 04:05:33
835,professional,2024-10-12 02:55:15,FR,,,Ads,True,2025-01-01 02:55:15
836,professional,2024-11-06 12:46:46,FR,,,Ads,True,2025-05-15 12:46:46
837,professional,2025-01-09 19:04:13,FR,,,Ads,True,2025-07-09 19:04:13
838,student,2024-03-15 01:42:53,FR,5,marketing,ads,True,2024-08-14 01:42:53
839,student,2024-02-13 10:28:29,FR,7,marketing,organic,True,2024-06-08 10:28:29
840,student,2024-04-03 15:02:17,FR,11,finance,ads,True,2024-09-16 15:02:17
841,student,2024-09-09 17:34:27,FR,11,data,organic,True,2024-10-22 17:34:27
842,professional,2024-06-20 11:57:27,FR,,,Ads,False,2024-12-29 11:57:27
843,student,2024-12-12 02:53:19,FR,2,data,Ads,True,2025-03-27 02:53:19
844,professional,2024-09-17 02:37:44,FR,,,school_event,True,2024-10-04 02:37:44
845,student,2024-07-24 22:26:07,FR,11,engineering,school_event,True,2024-08-31 22:26:07
846,student,2025-01-08 13:02:42,FR,7,finance,school_event,True,2025-06-08 13:02:42
847,professional,2024-07-17 06:21:18,FR,,,ads,True,2024-11-09 06:21:18
848,professional,2024-03-10 14:09:55,FR,,,ads,True,2024-07-01 14:09:55
849,student,2024-05-27 22:59:10,FR,3,marketing,organic,True,2024-06-07 22:59:10
850,student,2024-05-11 11:08:48,FR,7,marketing,school_event,True,2024-09-05 11:08:48
851,professional,2024-06-30 08:33:41,FR,,,Ads,True,2024-08-13 08:33:41
852,student,2024-03-07 15:41:49,FR,12,data,ads,True,2024-08-17 15:41:49
853,student,2024-08-11 10:50:19,FR,7,marketing,ads,True,2024-12-14 10:50:19
854,professional,2024-06-11 08:13:12,FR,,,Ads,True,2024-10-27 08:13:12
855,student,2025-01-10 04:15:48,FR,5,finance,ads,True,2025-07-03 04:15:48
856,student,2024-07-22 10:03:05,FR,7,data,organic,True,2025-01-21 10:03:05
857,student,2024-02-11 05:34:50,FR,2,engineering,ads,False,2024-08-03 05:34:50
858,professional,2024-10-06 18:58:17,FR,,,ads,False,2025-03-26 18:58:17
859,student,2024-10-22 16:47:05,FR,2,data,organic,True,2025-03-28 16:47:05
860,student,2024-05-24 19:04:19,FR,2,finance,school_event,True,2024-11-27 19:04:19
861,professional,2024-07-27 03:43:25,FR,,,organic,True,2024-11-09 03:43:25
862,student,2024-01-15 06:28:59,FR,2,marketing,organic,True,2024-04-06 06:28:59
863,professional,2025-01-24 08:00:16,FR,,,organic,True,2025-07-08 08:00:16
864,professional,2024-10-27 17:22:58,FR,,,ads,True,2025-01-11 17:22:58
865,professional,2024-09-16 11:21:20,FR,,,Ads,False,2024-12-27 11:21:20
866,student,2024-06-25 15:33:53,FR,2,engineering,Ads,True,2024-10-17 15:33:53
867,student,2024-09-05 18:18:44,FR,2,finance,Ads,True,2025-02-05 18:18:44
868,student,2024-06-06 03:20:09,FR,7,finance,organic,True,2024-10-23 03:20:09
869,student,2024-11-30 00:58:46,FR,2,finance,Ads,True,2025-04-26 00:58:46
870,student,2024-04-01 22:53:56,FR,5,finance,organic,True,2024-05-13 22:53:56
871,student,2024-09-11 12:45:52,FR,11,marketing,school_event,True,2025-02-26 12:45:52
872,student,2024-08-04 15:55:49,FR,7,finance,ads,True,2024-08-15 15:55:49
873,student,2024-08-14 06:40:46,FR,7,finance,Ads,True,2024-08-25 06:40:46
874,student,2025-01-05 04:30:33,FR,2,finance,school_event,True,2025-04-15 04:30:33
875,professional,2024-10-27 22:46:59,FR,,,school_event,True,2024-12-12 22:46:59
876,professional,2024-01-26 00:48:08,FR,,,school_event,True,2024-02-03 00:48:08
877,student,2024-11-16 19:41:55,FR,2,finance,Ads,True,2024-12-07 19:41:55
878,professional,2024-12-07 04:52:10,FR,,,school_event,True,2025-04-08 04:52:10
879,student,2024-11-28 02:12:56,FR,1,engineering,ads,True,2025-03-10 02:12:56
880,student,2024-11-02 03:30:06,FR,2,data,ads,True,2024-11-17 03:30:06
881,student,2024-07-25 20:35:00,FR,5,engineering,ads,True,2024-12-09 20:35:00
882,student,2024-02-08 06:56:01,FR,2,finance,organic,True,2024-04-30 06:56:01
883,student,2024-08-24 01:50:03,FR,2,finance,school_event,True,2024-09-11 01:50:03
884,student,2024-04-20 11:32:19,FR,2,engineering,school_event,False,2024-08-31 11:32:19
885,professional,2024-04-15 02:17:57,FR,,,school_event,True,2024-08-13 02:17:57
886,professional,2024-12-18 09:13:18,FR,,,Ads,True,2025-01-15 09:13:18
887,professional,2024-05-07 09:04:12,FR,,,ads,False,2024-11-08 09:04:12
888,student,2024-10-08 21:45:18,FR,7,data,school_event,True,2025-02-20 21:45:18
889,student,2024-05-04 04:44:45,FR,2,engineering,school_event,False,2024-06-21 04:44:45
890,student,2024-04-26 13:52:31,FR,5,finance,Ads,True,2024-10-30 13:52:31
891,professional,2024-09-05 06:41:44,FR,,,school_event,True,2024-10-26 06:41:44
892,professional,2024-04-12 04:39:42,FR,,,Ads,False,2024-10-29 04:39:42
893,professional,2024-12-22 05:43:07,FR,,,school_event,True,2025-05-15 05:43:07
894,student,2025-01-18 06:53:16,FR,7,finance,Ads,True,2025-05-24 06:53:16
895,student,2024-12-09 05:09:13,FR,7,data,ads,True,2025-05-03 05:09:13
896,professional,2024-06-10 06:38:43,FR,,,ads,True,2024-06-29 06:38:43
897,student,2024-01-29 12:31:48,FR,1,finance,ads,True,2024-07-06 12:31:48
898,professional,2024-03-09 02:53:47,FR,,,ads,True,2024-04-28 02:53:47
899,professional,2024-08-27 21:14:15,FR,,,Ads,True,2025-03-11 21:14:15
900,student,2024-01-28 20:06:24,FR,10,data,organic,True,2024-05-09 20:06:24
901,student,2024-11-27 21:53:37,FR,7,data,organic,True,2025-01-02 21:53:37
902,student,2024-08-11 03:31:56,FR,2,engineering,Ads,True,2025-01-19 03:31:56
903,professional,2024-03-09 02:16:56,FR,,,school_event,True,2024-08-15 02:16:56
904,student,2024-08-24 01:33:33,FR,11,marketing,organic,True,2025-02-04 01:33:33
905,student,2024-04-10 18:01:41,FR,11,engineering,school_event,True,2024-05-31 18:01:41
906,student,2024-06-29 18:14:44,FR,2,marketing,Ads,False,2024-07-10 18:14:44
907,student,2024-04-01 14:17:41,FR,5,finance,school_event,True,2024-06-30 14:17:41
908,professional,2024-06-13 22:15:57,FR,,,ads,True,2024-12-11 22:15:57
909,professional,2024-02-22 16:33:21,FR,,,organic,True,2024-07-16 16:33:21
910,professional,2024-01-05 18:17:42,FR,,,ads,True,2024-04-06 18:17:42
911,student,2024-01-23 14:47:14,FR,10,finance,Ads,True,2024-04-23 14:47:14
912,student,2025-01-07 03:13:31,FR,9,engineering,ads,True,2025-05-15 03:13:31
913,professional,2024-12-23 18:32:26,FR,,,organic,True,2025-04-12 18:32:26
914,student,2024-02-13 12:19:51,FR,2,marketing,organic,True,2024-02-22 12:19:51
915,professional,2024-09-09 15:41:44,FR,,,ads,True,2024-11-24 15:41:44
916,student,2024-09-14 10:15:33,FR,2,finance,school_event,True,2024-10-18 10:15:33
917,student,2024-09-06 10:46:55,FR,5,data,organic,True,2025-01-16 10:46:55
918,student,2024-10-15 14:49:11,FR,7,engineering,organic,True,2025-01-05 14:49:11
919,professional,2024-10-17 15:53:09,FR,,,ads,True,2024-11-14 15:53:09
920,student,2024-01-20 08:49:04,FR,7,engineering,Ads,True,2024-05-27 08:49:04
921,student,2024-09-08 01:30:20,FR,5,finance,ads,True,2025-01-23 01:30:20
922,student,2024-04-13 02:01:37,FR,7,finance,ads,True,2024-10-17 02:01:37
923,student,2024-03-30 23:20:21,FR,9,data,organic,True,2024-09-26 23:20:21
924,student,2024-03-08 15:12:44,FR,1,marketing,school_event,True,2024-04-08 15:12:44
925,student,2024-08-30 17:03:51,FR,2,marketing,Ads,True,2024-10-23 17:03:51
926,professional,2024-08-31 21:22:59,FR,,,organic,True,2024-11-14 21:22:59
927,professional,2024-03-20 12:24:49,FR,,,Ads,True,2024-08-12 12:24:49
928,professional,2024-04-19 22:48:37,FR,,,organic,True,2024-06-06 22:48:37
929,professional,2024-09-12 02:33:02,FR,,,school_event,False,2024-09-24 02:33:02
930,student,2024-02-09 04:34:05,FR,8,data,school_event,False,2024-06-02 04:34:05
931,student,2024-12-12 06:59:25,FR,11,marketing,organic,True,2025-02-05 06:59:25
932,student,2024-03-02 00:11:46,FR,7,engineering,Ads,False,2024-09-01 00:11:46
933,student,2024-12-19 20:42:16,FR,7,marketing,school_event,True,2025-02-19 20:42:16
934,professional,2024-07-30 10:27:07,FR,,,school_event,True,2025-01-21 10:27:07
935,professional,2024-09-02 05:59:07,FR,,,school_event,False,2025-01-06 05:59:07
936,professional,2025-01-06 18:43:17,FR,,,school_event,True,2025-03-24 18:43:17
937,student,2024-04-08 22:47:46,FR,2,data,school_event,True,2024-05-10 22:47:46
938,professional,2024-02-25 02:07:08,FR,,,organic,True,2024-06-11 02:07:08
939,student,2024-07-23 07:21:56,FR,7,finance,Ads,True,2024-11-03 07:21:56
940,professional,2024-06-10 17:50:25,FR,,,school_event,True,2024-10-04 17:50:25
941,student,2024-09-14 19:05:09,FR,7,finance,Ads,True,2024-10-08 19:05:09
942,student,2025-01-12 23:26:47,FR,2,data,school_event,True,2025-02-10 23:26:47
943,student,2024-05-16 20:07:17,FR,3,marketing,school_event,False,2024-06-17 20:07:17
944,student,2024-10-21 07:24:47,FR,5,marketing,school_event,True,2024-11-10 07:24:47
945,professional,2024-04-17 21:35:44,FR,,,ads,True,2024-10-08 21:35:44
946,professional,2024-08-26 10:00:52,FR,,,school_event,True,2025-02-21 10:00:52
947,student,2024-09-07 19:28:17,FR,1,marketing,school_event,True,2024-12-09 19:28:17
948,student,2024-01-07 07:21:13,FR,5,engineering,Ads,True,2024-01-27 07:21:13
949,student,2024-02-11 06:21:53,FR,2,data,organic,True,2024-04-28 06:21:53
950,student,2024-07-14 17:12:47,FR,5,engineering,organic,True,2024-10-30 17:12:47
951,student,2024-06-13 01:21:10,FR,2,finance,school_event,True,2024-11-07 01:21:10
952,student,2024-10-06 20:15:10,FR,11,engineering,Ads,True,2025-03-31 20:15:10
953,professional,2024-01-10 00:17:27,FR,,,ads,True,2024-02-20 00:17:27
954,student,2025-01-13 00:46:13,FR,7,engineering,Ads,False,2025-07-01 00:46:13
955,student,2024-12-20 04:59:24,FR,7,engineering,Ads,True,2025-04-12 04:59:24
956,student,2024-12-15 13:27:40,FR,10,engineering,organic,True,2025-04-07 13:27:40
957,student,2025-01-21 22:19:07,FR,7,finance,organic,True,2025-06-14 22:19:07
958,student,2024-01-26 23:46:28,FR,2,data,school_event,True,2024-02-28 23:46:28
959,student,2024-03-03 04:29:04,FR,7,finance,organic,True,2024-03-28 04:29:04
960,student,2024-03-09 16:45:34,FR,7,finance,school_event,True,2024-08-30 16:45:34
961,student,2024-03-01 15:33:08,FR,9,marketing,ads,True,2024-07-20 15:33:08
962,student,2024-12-30 04:20:53,FR,7,engineering,school_event,True,2025-03-29 04:20:53
963,student,2024-08-25 20:04:35,FR,2,finance,ads,True,2025-01-29 20:04:35
964,student,2024-07-22 07:00:43,FR,5,engineering,Ads,True,2025-01-11 07:00:43
965,student,2024-01-22 04:52:23,FR,5,marketing,school_event,False,2024-06-04 04:52:23
966,professional,2024-08-11 19:28:37,FR,,,Ads,True,2024-10-25 19:28:37
967,student,2024-01-12 00:45:47,FR,7,data,Ads,True,2024-07-24 00:45:47
968,professional,2024-12-12 22:13:06,FR,,,organic,True,2025-02-21 22:13:06
969,student,2024-07-17 11:00:37,FR,7,finance,ads,True,2024-08-12 11:00:37
970,student,2024-04-29 17:34:11,FR,5,engineering,school_event,True,2024-07-03 17:34:11
971,student,2024-05-09 22:23:09,FR,12,finance,organic,False,2024-07-20 22:23:09
972,student,2024-03-31 02:17:30,FR,7,data,Ads,True,2024-08-04 02:17:30
