_id,conversation_id,created_at,scheduled_at,completed_at,status,type,duration_minutes,rating
1273,3968,2024-02-11 01:44:12,2024-02-20 01:44:12,2024-02-20 02:47:12,completed,in_person,22,4
1274,3969,2024-01-02 18:52:03,2024-01-25 18:52:03,2024-01-25 19:43:03,completed,Video,31,4
1275,3972,2024-06-01 08:59:04,2024-06-04 08:59:04,2024-06-04 10:28:04,completed,Video,21,4
1276,3973,2024-05-23 10:48:00,2024-06-07 10:48:00,,cancelled,video,59,
1277,3974,2025-01-25 01:43:59,2025-02-04 01:43:59,,cancelled,in_person,53,
1278,3976,2024-04-17 06:28:16,2024-04-29 06:28:16,2024-04-29 07:43:16,completed,Video,35,5
1279,3978,2024-11-09 13:48:30,2024-11-20 13:48:30,2024-11-20 14:56:30,completed,Video,58,5
1280,3983,2024-08-04 19:58:19,2024-08-11 19:58:19,,cancelled,video,39,
1281,3993,2024-08-18 01:14:53,2024-08-25 01:14:53,2024-08-25 02:36:53,completed,video,23,3
1282,3994,2025-01-23 19:48:36,2025-02-06 19:48:36,2025-02-06 21:13:36,completed,phone,41,3
1283,3995,2024-09-07 10:10:22,2024-10-02 10:10:22,2024-10-02 11:27:22,completed,phone,50,5
1284,4002,2024-10-07 00:38:22,2024-10-22 00:38:22,2024-10-22 01:32:22,completed,video,37,4
1285,4003,2024-06-29 05:47:16,2024-07-08 05:47:16,2024-07-08 06:22:16,completed,phone,25,3
1286,4006,2024-02-21 12:35:13,2024-03-03 12:35:13,2024-03-03 13:50:13,completed,video,37,3
1287,4012,2024-05-03 16:42:32,2024-05-17 16:42:32,2024-05-17 17:33:32,completed,video,48,4
1288,4014,2024-06-30 05:29:51,2024-07-22 05:29:51,2024-07-22 06:30:51,completed,in_person,32,4
1289,4015,2024-11-12 16:29:29,2024-11-25 16:29:29,2024-11-25 17:54:29,completed,in_person,21,3
1290,4016,2024-09-17 08:58:54,2024-10-09 08:58:54,2024-10-09 09:33:54,completed,in_person,39,1
1291,4017,2024-10-28 13:38:24,2024-11-21 13:38:24,2024-11-21 15:00:24,completed,Video,40,3
1292,4022,2024-08-23 14:58:08,2024-09-12 14:58:08,2024-09-12 15:55:08,completed,Video,48,3
1293,4023,2024-11-29 08:13:56,2024-12-20 08:13:56,,cancelled,in_person,50,
1294,4025,2024-04-24 06:25:19,2024-04-25 06:25:19,2024-04-25 07:14:19,completed,in_person,27,3
1295,4027,2024-02-29 22:26:25,2024-03-07 22:26:25,2024-03-07 23:38:25,completed,video,28,5
1296,4036,2024-01-15 20:01:51,2024-02-06 20:01:51,2024-02-06 20:54:51,completed,in_person,31,4
1297,4037,2024-08-19 16:12:27,2024-09-13 16:12:27,2024-09-13 17:25:27,completed,phone,20,3
1298,4041,2024-05-07 17:31:43,2024-05-26 17:31:43,2024-05-26 18:29:43,completed,phone,59,4
1299,4042,2024-09-18 13:26:09,2024-09-26 13:26:09,2024-09-26 14:15:09,completed,Video,31,5
1300,4046,2024-03-26 07:30:56,2024-04-04 07:30:56,,cancelled,in_person,45,
1301,4049,2024-01-20 20:44:56,2024-02-09 20:44:56,2024-02-09 22:03:56,completed,video,24,5
1302,4052,2024-05-11 21:27:19,2024-06-05 21:27:19,2024-06-05 22:35:19,completed,Video,48,4
1303,4053,2024-01-22 09:22:51,2024-02-19 09:22:51,2024-02-19 10:26:51,completed,phone,29,5
1304,4056,2024-06-24 20:48:03,2024-07-23 20:48:03,2024-07-23 22:02:03,completed,Video,37,3
1305,4060,2024-07-27 01:35:29,2024-08-23 01:35:29,2024-08-23 02:49:29,completed,in_person,35,4
1306,4066,2024-01-31 00:32:06,2024-02-29 00:32:06,,no_show,phone,54,
1307,4070,2024-07-19 10:07:12,2024-08-11 10:07:12,,cancelled,video,54,
1308,4076,2024-03-18 10:20:38,2024-03-24 10:20:38,2024-03-24 11:41:38,completed,in_person,26,2
1309,4077,2024-02-15 15:22:42,2024-03-01 15:22:42,2024-03-01 16:04:42,completed,in_person,54,2
1310,4082,2024-12-26 08:17:25,2025-01-19 08:17:25,2025-01-19 09:11:25,completed,in_person,25,4
1311,4083,2024-03-09 13:22:37,2024-03-26 13:22:37,,cancelled,Video,24,
1312,4090,2024-03-02 21:32:58,2024-03-16 21:32:58,,cancelled,video,47,
1313,4093,2024-08-01 19:05:02,2024-08-21 19:05:02,,cancelled,in_person,50,
1314,4095,2024-09-14 14:27:39,2024-10-14 14:27:39,,cancelled,Video,31,
1315,4097,2024-02-21 14:19:55,2024-03-13 14:19:55,2024-03-13 14:57:55,completed,phone,51,4
1316,4102,2024-12-28 09:01:23,2025-01-19 09:01:23,2025-01-19 09:56:23,completed,in_person,25,4
1317,4109,2025-01-27 03:22:48,2025-02-02 03:22:48,2025-02-02 04:12:48,completed,Video,58,4
1318,4110,2024-05-23 02:19:20,2024-05-24 02:19:20,,cancelled,Video,38,
1319,4112,2024-10-07 21:11:02,2024-10-22 21:11:02,2024-10-22 22:02:02,completed,phone,28,5
1320,4114,2024-02-03 06:28:22,2024-03-02 06:28:22,,cancelled,video,24,
1321,4126,2024-08-08 12:26:17,2024-08-09 12:26:17,2024-08-09 13:26:17,completed,in_person,58,5
1322,4133,2024-05-30 20:53:40,2024-06-17 20:53:40,2024-06-17 21:48:40,completed,phone,30,5
1323,4141,2024-09-09 20:59:23,2024-09-15 20:59:23,,cancelled,video,22,
1324,4145,2024-08-31 13:40:16,2024-09-11 13:40:16,,cancelled,video,38,
1325,4151,2024-12-11 08:33:20,2024-12-13 08:33:20,2024-12-13 09:47:20,completed,in_person,20,4
1326,4153,2024-09-06 19:41:32,2024-09-30 19:41:32,2024-09-30 20:46:32,completed,Video,31,4
1327,4154,2025-01-17 21:56:21,2025-02-15 21:56:21,2025-02-15 23:25:21,completed,Video,41,4
1328,4156,2024-01-01 12:21:12,2024-01-31 12:21:12,,cancelled,in_person,50,
1329,4161,2024-07-12 20:58:25,2024-07-26 20:58:25,2024-07-26 22:08:25,completed,phone,39,5
1330,4168,2024-05-04 20:12:21,2024-05-09 20:12:21,,cancelled,in_person,32,
1331,4173,2024-09-07 04:01:23,2024-09-12 04:01:23,,cancelled,phone,29,
1332,4174,2024-03-03 03:36:57,2024-03-31 03:36:57,2024-03-31 04:10:57,completed,video,59,4
1333,4178,2024-01-23 08:45:50,2024-02-17 08:45:50,,cancelled,phone,23,
1334,4179,2024-10-21 05:47:03,2024-11-12 05:47:03,2024-11-12 07:14:03,completed,Video,23,4
1335,4182,2024-09-09 11:36:15,2024-09-14 11:36:15,,cancelled,video,28,
1336,4184,2024-04-18 04:43:50,2024-04-23 04:43:50,,cancelled,Video,57,
1337,4189,2024-01-21 12:55:46,2024-02-19 12:55:46,2024-02-19 14:07:46,completed,phone,59,4
1338,4193,2024-11-03 17:59:04,2024-11-21 17:59:04,,no_show,video,60,
1339,4197,2024-01-06 21:29:11,2024-01-30 21:29:11,,no_show,video,20,
1340,4201,2024-02-17 23:55:36,2024-03-02 23:55:36,2024-03-03 00:30:36,completed,Video,27,5
1341,4205,2025-01-17 07:49:16,2025-01-18 07:49:16,,no_show,in_person,36,
1342,4207,2024-12-15 03:13:56,2025-01-13 03:13:56,2025-01-13 04:41:56,completed,phone,37,5
1343,4213,2024-12-10 19:36:07,2025-01-01 19:36:07,2025-01-01 20:53:07,completed,video,58,3
1344,4214,2024-08-28 16:24:10,2024-09-26 16:24:10,2024-09-26 17:36:10,completed,video,58,4
1345,4217,2024-11-28 10:42:18,2024-12-14 10:42:18,2024-12-14 11:32:18,completed,Video,21,4
1346,4221,2024-09-16 10:42:37,2024-10-07 10:42:37,2024-10-07 11:37:37,completed,video,56,3
1347,4231,2024-04-28 05:37:19,2024-05-22 05:37:19,2024-05-22 06:46:19,completed,in_person,38,4
1348,4232,2024-02-01 02:26:39,2024-02-11 02:26:39,2024-02-11 03:50:39,completed,Video,37,5
1349,4236,2024-02-26 19:36:25,2024-03-16 19:36:25,2024-03-16 21:06:25,completed,video,43,4
1350,4241,2025-01-20 23:29:22,2025-01-28 23:29:22,2025-01-29 00:48:22,completed,phone,47,3
1351,4251,2024-10-31 16:06:18,2024-11-26 16:06:18,2024-11-26 17:14:18,completed,in_person,22,5
1352,4253,2024-12-08 18:10:57,2025-01-06 18:10:57,,cancelled,phone,42,
1353,4258,2024-09-04 23:33:17,2024-09-14 23:33:17,2024-09-15 00:24:17,completed,in_person,38,4
1354,4259,2024-03-26 07:53:06,2024-04-25 07:53:06,2024-04-25 08:36:06,completed,phone,32,4
1355,4267,2024-08-30 08:27:41,2024-09-14 08:27:41,2024-09-14 09:36:41,completed,phone,29,4
1356,4268,2024-01-05 20:33:09,2024-01-22 20:33:09,,no_show,phone,52,
1357,4272,2024-04-14 01:05:25,2024-05-07 01:05:25,,no_show,phone,29,
1358,4274,2024-05-01 05:10:09,2024-05-27 05:10:09,2024-05-27 06:22:09,completed,Video,40,4
1359,4279,2024-11-27 03:31:33,2024-12-04 03:31:33,2024-12-04 04:53:33,completed,video,32,4
1360,4285,2024-10-22 22:49:59,2024-11-09 22:49:59,,cancelled,in_person,56,
1361,4287,2024-11-10 22:32:23,2024-11-22 22:32:23,2024-11-22 23:05:23,completed,in_person,36,3
1362,4288,2024-03-07 15:18:55,2024-03-25 15:18:55,2024-03-25 16:00:55,completed,phone,21,4
1363,4293,2024-02-10 09:19:25,2024-02-12 09:19:25,,cancelled,video,35,
1364,4296,2024-01-01 17:02:45,2024-01-30 17:02:45,2024-01-30 17:34:45,completed,phone,52,5
1365,4298,2024-02-16 14:44:56,2024-03-09 14:44:56,2024-03-09 16:08:56,completed,Video,32,4
1366,4300,2024-01-28 17:54:44,2024-02-01 17:54:44,2024-02-01 19:10:44,completed,phone,40,4
1367,4301,2024-02-17 13:48:13,2024-02-28 13:48:13,,cancelled,in_person,29,
1368,4302,2024-02-19 14:42:17,2024-03-02 14:42:17,2024-03-02 15:29:17,completed,phone,26,4
1369,4304,2024-09-10 10:51:57,2024-10-03 10:51:57,,cancelled,in_person,23,
1370,4307,2024-06-02 01:55:50,2024-06-24 01:55:50,2024-06-24 02:46:50,completed,Video,57,4
1371,4309,2024-09-06 19:29:50,2024-09-20 19:29:50,2024-09-20 20:05:50,completed,phone,52,4
1372,4311,2024-01-29 21:29:28,2024-02-23 21:29:28,,cancelled,in_person,41,
1373,4316,2024-11-24 02:00:57,2024-12-07 02:00:57,,cancelled,in_person,56,
1374,4318,2024-10-03 16:56:28,2024-10-26 16:56:28,,cancelled,video,20,
1375,4321,2024-09-06 05:01:56,2024-09-29 05:01:56,2024-09-29 05:57:56,completed,in_person,57,3
1376,4323,2024-02-22 00:28:58,2024-03-05 00:28:58,2024-03-05 01:22:58,completed,in_person,35,5
1377,4326,2025-01-30 11:48:02,2025-02-06 11:48:02,2025-02-06 12:37:02,completed,video,38,4
1378,4333,2024-09-18 20:11:09,2024-10-08 20:11:09,2024-10-08 21:01:09,completed,Video,52,3
1379,4339,2024-07-04 06:57:12,2024-07-05 06:57:12,2024-07-05 08:24:12,completed,phone,30,5
1380,4341,2025-01-01 12:52:44,2025-01-19 12:52:44,2025-01-19 13:31:44,completed,phone,48,5
1381,4346,2024-03-31 01:31:56,2024-04-30 01:31:56,2024-04-30 02:04:56,completed,phone,57,4
1382,4347,2024-08-19 04:23:52,2024-09-18 04:23:52,2024-09-18 05:22:52,completed,video,43,4
1383,4349,2024-06-03 02:48:29,2024-06-13 02:48:29,2024-06-13 04:03:29,completed,phone,30,3
1384,4351,2024-02-26 20:14:12,2024-03-18 20:14:12,2024-03-18 20:52:12,completed,video,50,4
1385,4352,2024-08-08 10:33:46,2024-08-26 10:33:46,2024-08-26 11:19:46,completed,in_person,30,4
1386,4353,2025-01-14 17:00:27,2025-01-16 17:00:27,2025-01-16 17:31:27,completed,Video,59,4
1387,4354,2024-02-10 06:09:49,2024-03-11 06:09:49,2024-03-11 06:50:49,completed,in_person,40,3
1388,4357,2025-01-03 17:44:04,2025-01-12 17:44:04,2025-01-12 18:33:04,completed,phone,51,4
1389,4359,2024-12-19 14:38:31,2024-12-27 14:38:31,2024-12-27 15:31:31,completed,in_person,28,4
1390,4361,2024-08-19 08:43:54,2024-08-26 08:43:54,2024-08-26 09:21:54,completed,phone,24,4
1391,4362,2024-10-11 18:46:02,2024-10-12 18:46:02,2024-10-12 19:29:02,completed,video,38,3
1392,4372,2024-03-15 16:58:33,2024-04-06 16:58:33,,no_show,Video,28,
1393,4375,2024-06-11 06:49:44,2024-07-03 06:49:44,2024-07-03 07:22:44,completed,phone,56,3
1394,4384,2024-06-10 07:13:12,2024-06-29 07:13:12,2024-06-29 08:32:12,completed,phone,24,3
1395,4385,2024-04-17 17:43:27,2024-04-29 17:43:27,2024-04-29 18:41:27,completed,in_person,38,4
1396,4389,2024-04-09 20:04:44,2024-04-22 20:04:44,2024-04-22 21:10:44,completed,in_person,52,4
1397,4390,2024-01-27 16:56:19,2024-01-29 16:56:19,2024-01-29 18:24:19,completed,video,59,3
1398,4392,2024-02-08 13:09:39,2024-02-10 13:09:39,2024-02-10 14:28:39,completed,phone,60,4
1399,4394,2024-01-19 17:01:40,2024-01-22 17:01:40,2024-01-22 18:24:40,completed,in_person,20,3
1400,4396,2024-03-29 23:12:36,2024-04-21 23:12:36,2024-04-22 00:18:36,completed,Video,35,4
1401,4402,2024-02-15 05:09:28,2024-02-19 05:09:28,2024-02-19 06:39:28,completed,video,47,3
1402,4411,2024-06-20 08:44:59,2024-06-24 08:44:59,2024-06-24 09:47:59,completed,phone,24,4
1403,4414,2024-03-04 23:04:02,2024-04-02 23:04:02,2024-04-02 23:49:02,completed,video,32,5
1404,4419,2024-03-09 13:36:05,2024-03-15 13:36:05,2024-03-15 14:14:05,completed,Video,45,5
1405,4431,2024-06-17 08:24:02,2024-07-05 08:24:02,2024-07-05 09:49:02,completed,video,53,4
1406,4435,2024-05-03 10:23:45,2024-05-06 10:23:45,,cancelled,in_person,53,
1407,4438,2024-12-13 14:52:01,2024-12-18 14:52:01,,cancelled,phone,52,
1408,4441,2024-01-01 12:35:49,2024-01-09 12:35:49,2024-01-09 13:57:49,completed,Video,45,5
1409,4444,2024-04-28 06:57:52,2024-05-16 06:57:52,,cancelled,in_person,27,
1410,4445,2025-01-20 06:12:50,2025-02-06 06:12:50,2025-02-06 06:46:50,completed,Video,51,4
1411,4449,2024-10-28 00:06:44,2024-11-07 00:06:44,2024-11-07 01:04:44,completed,phone,43,5
1412,4451,2024-09-24 18:41:45,2024-10-02 18:41:45,2024-10-02 19:26:45,completed,video,60,5
1413,4452,2024-12-08 20:18:52,2025-01-03 20:18:52,,no_show,video,40,
1414,4453,2024-09-12 12:25:51,2024-09-23 12:25:51,,cancelled,video,33,
1415,4455,2024-05-22 15:13:01,2024-06-16 15:13:01,,cancelled,phone,41,
1416,4457,2025-01-16 14:02:07,2025-02-06 14:02:07,,cancelled,in_person,58,
1417,4459,2024-06-01 09:00:12,2024-06-30 09:00:12,2024-06-30 09:33:12,completed,phone,60,5
1418,4462,2025-01-18 05:47:04,2025-01-19 05:47:04,2025-01-19 06:29:04,completed,video,36,3
1419,4463,2024-01-18 19:57:46,2024-02-03 19:57:46,2024-02-03 20:49:46,completed,Video,26,4
1420,4479,2024-09-12 13:21:24,2024-09-17 13:21:24,,no_show,in_person,39,
1421,4485,2025-01-19 02:35:05,2025-01-24 02:35:05,,cancelled,video,31,
1422,4488,2024-01-04 13:17:31,2024-01-14 13:17:31,,no_show,in_person,22,
1423,4489,2024-08-20 19:33:25,2024-09-02 19:33:25,2024-09-02 20:48:25,completed,video,26,3
1424,4491,2024-06-18 16:04:25,2024-07-02 16:04:25,2024-07-02 17:00:25,completed,in_person,34,5
1425,4493,2024-09-10 22:10:14,2024-09-12 22:10:14,2024-09-12 22:50:14,completed,video,56,5
1426,4497,2024-01-07 08:40:58,2024-01-13 08:40:58,2024-01-13 09:56:58,completed,video,47,3
1427,4499,2024-06-01 08:31:12,2024-06-30 08:31:12,2024-06-30 09:59:12,completed,video,41,4
1428,4503,2024-01-04 17:14:22,2024-01-11 17:14:22,2024-01-11 18:21:22,completed,phone,24,5
1429,4504,2024-02-19 06:31:33,2024-03-14 06:31:33,2024-03-14 07:03:33,completed,Video,22,5
1430,4506,2024-01-04 18:42:02,2024-01-17 18:42:02,,cancelled,phone,23,
1431,4508,2024-06-11 21:25:18,2024-06-19 21:25:18,,no_show,video,43,
1432,4511,2024-09-10 19:02:58,2024-09-14 19:02:58,2024-09-14 20:02:58,completed,Video,56,5
1433,4512,2024-03-19 02:46:03,2024-03-30 02:46:03,2024-03-30 03:38:03,completed,Video,25,4
1434,4517,2024-09-23 03:37:06,2024-10-09 03:37:06,,cancelled,phone,33,
1435,4518,2025-01-20 04:26:09,2025-02-11 04:26:09,2025-02-11 05:25:09,completed,in_person,30,3
1436,4524,2024-06-19 19:35:49,2024-07-06 19:35:49,2024-07-06 20:51:49,completed,in_person,51,5
1437,4526,2024-03-24 14:48:27,2024-04-17 14:48:27,2024-04-17 15:23:27,completed,in_person,45,5
1438,4529,2025-01-04 10:20:34,2025-02-01 10:20:34,2025-02-01 11:03:34,completed,video,27,4
1439,4532,2024-08-04 00:52:00,2024-08-16 00:52:00,2024-08-16 02:21:00,completed,Video,33,5
1440,4543,2024-01-30 21:17:15,2024-02-05 21:17:15,2024-02-05 22:22:15,completed,in_person,55,3
1441,4545,2024-02-14 09:59:34,2024-03-13 09:59:34,2024-03-13 11:28:34,completed,Video,46,4
1442,4546,2024-07-19 04:38:33,2024-08-12 04:38:33,,cancelled,phone,60,
1443,4547,2024-04-22 10:23:11,2024-05-07 10:23:11,2024-05-07 11:05:11,completed,in_person,23,3
1444,4548,2024-07-06 12:11:11,2024-08-04 12:11:11,,cancelled,in_person,24,
1445,4552,2024-01-19 20:39:55,2024-02-04 20:39:55,2024-02-04 21:13:55,completed,video,29,4
1446,4555,2024-10-16 08:07:47,2024-11-06 08:07:47,2024-11-06 09:00:47,completed,phone,38,3
1447,4562,2024-05-05 14:44:53,2024-05-27 14:44:53,2024-05-27 16:13:53,completed,video,41,5
1448,4563,2024-04-19 17:10:34,2024-04-30 17:10:34,2024-04-30 18:32:34,completed,Video,35,4
1449,4567,2024-09-06 07:25:04,2024-09-28 07:25:04,2024-09-28 08:15:04,completed,in_person,20,5
1450,4568,2025-01-10 23:16:43,2025-02-04 23:16:43,,cancelled,phone,25,
1451,4572,2024-03-03 21:29:10,2024-03-16 21:29:10,,cancelled,Video,31,
1452,4574,2024-05-17 22:21:41,2024-05-20 22:21:41,,cancelled,video,51,
1453,4582,2024-12-22 16:49:15,2025-01-11 16:49:15,2025-01-11 17:27:15,completed,Video,28,4
1454,4584,2024-07-18 11:40:09,2024-08-17 11:40:09,2024-08-17 12:44:09,completed,phone,24,5
1455,4586,2024-04-12 15:41:12,2024-05-10 15:41:12,2024-05-10 17:10:12,completed,in_person,25,4
1456,4587,2024-09-03 13:24:25,2024-09-15 13:24:25,2024-09-15 14:04:25,completed,Video,36,4
1457,4596,2024-07-21 17:04:01,2024-08-08 17:04:01,2024-08-08 18:16:01,completed,phone,23,4
1458,4597,2025-01-31 08:19:19,2025-02-24 08:19:19,,cancelled,Video,50,
1459,4598,2025-01-12 13:24:38,2025-01-25 13:24:38,,cancelled,video,42,
1460,4602,2024-08-13 22:24:58,2024-08-26 22:24:58,2024-08-26 23:27:58,completed,video,54,4
1461,4604,2024-10-15 09:48:07,2024-10-27 09:48:07,2024-10-27 10:33:07,completed,video,21,5
1462,4605,2024-03-03 12:41:25,2024-03-29 12:41:25,2024-03-29 13:34:25,completed,video,59,4
1463,4606,2024-09-04 01:42:24,2024-09-18 01:42:24,2024-09-18 02:13:24,completed,phone,50,4
1464,4610,2024-12-07 03:06:35,2024-12-15 03:06:35,2024-12-15 03:41:35,completed,phone,29,3
1465,4612,2025-01-23 17:32:51,2025-02-08 17:32:51,2025-02-08 18:54:51,completed,Video,51,5
1466,4614,2024-03-23 18:16:07,2024-03-29 18:16:07,2024-03-29 19:29:07,completed,in_person,52,5
1467,4617,2025-01-19 00:38:09,2025-01-25 00:38:09,2025-01-25 01:34:09,completed,Video,59,5
1468,4626,2024-06-25 03:11:29,2024-07-11 03:11:29,2024-07-11 04:39:29,completed,video,59,4
1469,4628,2024-08-06 10:45:50,2024-08-10 10:45:50,2024-08-10 11:57:50,completed,in_person,24,4
1470,4630,2025-01-31 12:40:02,2025-02-26 12:40:02,2025-02-26 13:58:02,completed,video,58,4
1471,4633,2024-06-19 19:02:02,2024-07-09 19:02:02,2024-07-09 19:57:02,completed,Video,48,4
1472,4634,2024-06-25 23:11:45,2024-07-04 23:11:45,,cancelled,phone,28,
1473,4638,2024-02-14 18:41:39,2024-02-22 18:41:39,,cancelled,in_person,31,
1474,4639,2024-08-07 14:33:09,2024-08-12 14:33:09,2024-08-12 15:23:09,completed,phone,35,3
1475,4641,2024-03-14 03:47:17,2024-03-18 03:47:17,2024-03-18 05:12:17,completed,Video,31,4
1476,4659,2024-11-17 21:18:23,2024-12-01 21:18:23,,cancelled,video,41,
1477,4661,2025-01-28 21:20:17,2025-02-02 21:20:17,2025-02-02 22:15:17,completed,in_person,39,4
1478,4663,2024-02-11 14:16:51,2024-03-04 14:16:51,2024-03-04 14:51:51,completed,Video,28,3
1479,4664,2024-02-06 18:52:32,2024-02-21 18:52:32,2024-02-21 20:09:32,completed,video,57,5
1480,4672,2024-02-13 17:10:43,2024-03-03 17:10:43,2024-03-03 18:34:43,completed,phone,24,3
1481,4676,2024-04-06 01:14:00,2024-05-04 01:14:00,2024-05-04 02:23:00,completed,video,58,4
1482,4677,2024-06-18 04:35:39,2024-07-15 04:35:39,2024-07-15 05:33:39,completed,in_person,23,4
1483,4680,2024-05-23 02:46:58,2024-06-02 02:46:58,2024-06-02 03:52:58,completed,phone,26,5
1484,4684,2024-05-25 22:08:36,2024-06-01 22:08:36,,cancelled,phone,29,
1485,4685,2024-11-02 22:24:32,2024-11-06 22:24:32,,cancelled,Video,47,
1486,4686,2024-10-05 01:44:36,2024-10-21 01:44:36,2024-10-21 03:02:36,completed,phone,37,3
1487,4687,2024-07-24 11:49:31,2024-07-29 11:49:31,2024-07-29 12:30:31,completed,phone,28,3
1488,4694,2024-01-25 22:34:55,2024-02-18 22:34:55,,cancelled,video,34,
1489,4697,2024-03-13 04:40:11,2024-03-17 04:40:11,2024-03-17 05:21:11,completed,phone,54,3
1490,4699,2024-12-31 10:10:09,2025-01-01 10:10:09,2025-01-01 10:53:09,completed,Video,30,4
1491,4701,2025-01-06 21:53:06,2025-01-17 21:53:06,2025-01-17 22:43:06,completed,video,33,4
1492,4706,2024-07-14 18:56:28,2024-07-22 18:56:28,2024-07-22 19:54:28,completed,video,58,4
1493,4711,2024-10-12 17:19:38,2024-11-07 17:19:38,2024-11-07 18:11:38,completed,phone,48,5
1494,4716,2024-03-21 00:59:38,2024-04-20 00:59:38,2024-04-20 02:01:38,completed,Video,40,3
1495,4721,2024-02-29 02:28:54,2024-03-22 02:28:54,2024-03-22 03:23:54,completed,Video,56,4
1496,4723,2024-10-24 17:48:18,2024-11-17 17:48:18,2024-11-17 19:07:18,completed,video,31,4
1497,4727,2024-09-23 12:03:58,2024-10-11 12:03:58,2024-10-11 13:16:58,completed,video,56,4
1498,4732,2024-01-02 17:01:20,2024-01-12 17:01:20,2024-01-12 17:43:20,completed,video,39,5
1499,4733,2024-05-25 21:13:51,2024-06-18 21:13:51,2024-06-18 21:49:51,completed,Video,33,5
1500,4739,2024-07-29 11:21:44,2024-08-11 11:21:44,2024-08-11 11:57:44,completed,in_person,20,4
1501,4741,2024-12-15 08:15:38,2024-12-30 08:15:38,2024-12-30 09:15:38,completed,Video,44,4
1502,4743,2024-10-16 21:16:49,2024-11-08 21:16:49,2024-11-08 21:46:49,completed,in_person,58,4
1503,4748,2024-09-11 20:55:22,2024-09-26 20:55:22,,cancelled,phone,20,
1504,4750,2024-09-17 06:12:56,2024-10-12 06:12:56,2024-10-12 07:20:56,completed,in_person,48,4
1505,4753,2024-12-02 19:36:12,2024-12-20 19:36:12,2024-12-20 20:45:12,completed,Video,24,4
1506,4758,2024-08-09 14:49:29,2024-09-07 14:49:29,2024-09-07 15:39:29,completed,in_person,36,4
1507,4760,2024-08-04 11:59:09,2024-09-02 11:59:09,,cancelled,video,58,
1508,4766,2024-06-07 18:28:55,2024-07-03 18:28:55,2024-07-03 19:23:55,completed,video,47,4
1509,4769,2024-09-08 19:37:18,2024-10-02 19:37:18,,no_show,phone,23,
1510,4776,2024-04-06 14:27:19,2024-04-25 14:27:19,2024-04-25 15:34:19,completed,phone,25,3
1511,4778,2024-07-22 23:17:55,2024-08-13 23:17:55,,cancelled,phone,45,
1512,4782,2024-08-29 07:48:01,2024-09-19 07:48:01,2024-09-19 08:50:01,completed,Video,32,4
1513,4784,2024-09-26 11:16:24,2024-10-16 11:16:24,2024-10-16 12:13:24,completed,in_person,52,4
1514,4791,2025-01-03 19:48:39,2025-01-22 19:48:39,2025-01-22 20:56:39,completed,in_person,49,4
1515,4792,2024-09-05 09:56:07,2024-09-22 09:56:07,2024-09-22 11:25:07,completed,in_person,56,4
1516,4793,2024-11-24 03:15:46,2024-12-05 03:15:46,,cancelled,phone,34,
1517,4796,2024-07-15 23:46:14,2024-07-21 23:46:14,2024-07-22 00:22:14,completed,video,49,5
1518,4804,2024-09-01 05:45:27,2024-09-08 05:45:27,2024-09-08 07:14:27,completed,phone,23,5
1519,4807,2024-08-08 17:54:42,2024-08-25 17:54:42,,cancelled,Video,58,
1520,4812,2025-01-04 20:58:40,2025-01-19 20:58:40,,cancelled,phone,40,
1521,4814,2024-04-26 17:45:04,2024-05-11 17:45:04,2024-05-11 18:59:04,completed,phone,34,3
1522,4828,2024-12-28 06:36:24,2025-01-09 06:36:24,2025-01-09 07:08:24,completed,phone,21,5
1523,4836,2024-09-09 23:56:45,2024-09-21 23:56:45,2024-09-22 00:55:45,completed,in_person,44,4
1524,4842,2024-10-13 12:03:02,2024-10-28 12:03:02,2024-10-28 13:11:02,completed,in_person,40,5
1525,4843,2024-10-18 05:09:01,2024-11-08 05:09:01,2024-11-08 05:40:01,completed,in_person,42,3
1526,4848,2024-09-13 02:11:56,2024-09-19 02:11:56,,cancelled,Video,37,
1527,4850,2024-07-16 19:17:12,2024-07-28 19:17:12,,cancelled,phone,27,
1528,4853,2024-06-14 14:35:51,2024-06-19 14:35:51,2024-06-19 15:13:51,completed,video,57,3
1529,4855,2024-05-10 05:24:06,2024-06-04 05:24:06,2024-06-04 06:33:06,completed,video,20,4
1530,4856,2024-08-26 21:59:38,2024-09-18 21:59:38,2024-09-18 22:33:38,completed,video,39,3
1531,4857,2024-07-31 20:31:38,2024-08-29 20:31:38,2024-08-29 21:55:38,completed,in_person,31,5
1532,4862,2025-01-20 22:53:53,2025-02-05 22:53:53,2025-02-06 00:07:53,completed,video,36,3
1533,4865,2024-04-19 19:02:02,2024-05-12 19:02:02,,cancelled,phone,44,
1534,4867,2024-03-01 23:59:41,2024-03-06 23:59:41,,cancelled,Video,32,
1535,4877,2024-02-01 21:16:14,2024-02-03 21:16:14,2024-02-03 22:04:14,completed,Video,23,4
1536,4879,2024-05-26 20:40:49,2024-06-02 20:40:49,2024-06-02 21:37:49,completed,video,45,5
1537,4880,2024-05-14 09:52:28,2024-06-09 09:52:28,2024-06-09 11:16:28,completed,phone,57,4
1538,4881,2024-10-14 08:50:30,2024-10-26 08:50:30,2024-10-26 09:56:30,completed,Video,38,4
1539,4883,2024-03-19 22:03:06,2024-04-04 22:03:06,2024-04-04 23:20:06,completed,Video,33,4
1540,4886,2024-11-07 21:56:43,2024-12-02 21:56:43,,cancelled,video,49,
